代號,名稱,年月,分類,資本適足率,股本,資產,權益,稅前損益,授信總額,存款,放款,權益比率,資產報酬率(稅前),存放比率,催收款,逾期放款,甲類逾期放款,乙類逾期放款,放款(含催收款),逾放比率,備抵呆帳,備抵呆帳覆蓋率,收益總計,費損總計,淨收益,利息收入,利息費用,淨利息總收益比,風險承受性
5852,元大銀,2009/11,表現穩健,12.05,21500,363391,23565,775,252133,302729,234070,6.48,0.21,77.32,2214,2565,2325,240,236284,1.09,4718,1.84 ,16663,16118,545,5521,2262,5.979816514,0.001499762
5854,合庫,2009/11,風險承受度稍弱,10.58,54855,2587940,110359,8216,1855316,2122619,1778845,4.26,0.32,83.8,26394,26794,22655,4139,1805239,1.48,17381,0.65 ,61672,54571,7101,38904,18799,2.831291367,0.002743881
5857,土銀,2009/11,風險承受度稍弱,10.54,25000,2072199,107041,8058,1604225,1785563,1537592,5.17,0.39,86.11,11195,13348,10607,2741,1548788,0.86,17023,1.28 ,36395,29070,7325,28605,14670,1.902389078,0.003534892
5858,臺銀,2009/11,表現穩健,11.89,45000,3777089,235120,5065,2048412,3243752,1976123,6.22,0.13,60.92,20132,24015,19428,4587,1996255,1.2,14538,0.61 ,138760,135542,3218,39161,27753,3.545059043,0.000851979
5862,板信銀,2009/11,風險承受度稍弱,7.68,9558,164436,7901,-915,122642,144135,114841,4.8,-0.56,79.68,4333,4556,4326,230,119175,3.82,1912,0.42 ,4015,4978,-963,2703,1753,-0.986500519,-0.005856382
5863,瑞興銀,2009/11,表現穩健,13.14,2100,40409,4091,42,26728,33986,25953,10.12,0.1,76.36,207,219,192,28,26160,0.84,379,1.73 ,917,875,42,689,301,9.238095238,0.001039372
5870,花旗台灣,2009/11,表現穩健,14.11,66033,728360,68371,3478,146825,596463,128711,9.39,0.48,21.58,1984,1739,1110,630,130695,1.33,9870,5.68 ,13593,11494,2099,5090,1339,1.787041448,0.002881817
5876,上海商銀,2009/11,表現穩健,12.82,19513,633377,68278,5972,372674,476949,336322,10.78,0.94,70.52,3289,3519,3110,410,339611,1.04,5604,1.59 ,15708,10715,4993,7106,2832,0.855998398,0.007883141
2801,彰銀,2009/10,風險承受度稍弱,10.83,62095,1458246,82119,4278,999818,1197247,951016,5.63,0.29,79.43,13797,14864,13625,1239,964814,1.54,12700,0.85 ,27553,24011,3542,15808,7897,2.233483907,0.002428945
2807,渣打銀行,2009/10,表現穩健,13.76,30439,629333,33225,-3823,326116,496063,313585,5.28,-0.61,63.21,3455,4605,3530,1075,317040,1.45,2638,0.57 ,18183,22612,-4429,10460,3780,-1.508241138,-0.00703761
2809,京城銀,2009/10,表現穩健,12.21,10512,166677,10999,27,99811,137760,96566,6.6,0.02,70.1,1244,1433,1262,172,97810,1.47,1303,0.91 ,4366,4344,22,2636,1153,67.40909091,0.000131992
2812,台中銀,2009/10,風險承受度稍弱,10.32,13719,301889,14797,-550,218807,274251,210022,4.9,-0.18,76.58,2826,2935,2631,304,212848,1.38,2901,0.99 ,7222,7866,-644,5034,2100,-4.555900621,-0.002133234
2834,臺企銀,2009/10,風險承受度稍弱,10.14,38736,1158155,41561,1358,860878,996993,825095,3.59,0.12,82.76,18692,20035,19183,852,843787,2.37,8529,0.43 ,19575,18550,1025,14297,7772,6.365853659,0.000885028
2836,高雄銀,2009/10,風險承受度稍弱,10.65,5258,184424,9292,-84,141753,161690,133746,5.04,-0.05,82.72,2340,2737,2340,397,136085,2.01,1407,0.51 ,3331,3615,-284,2159,1293,-3.049295775,-0.00153993
2837,凱基銀行,2009/10,表現穩健,16.98,16235,140220,16501,-7744,77539,117709,74694,11.77,-5.52,63.46,2165,2416,1827,588,76859,3.14,2845,1.18 ,7013,14753,-7740,5642,1831,-0.492377261,-0.055198973
2838,聯邦銀,2009/10,風險承受度稍弱,8.89,23188,347903,17142,670,174952,287398,165168,4.93,0.19,57.47,4047,4319,4093,226,169215,2.55,1662,0.38 ,9838,11468,-1630,5665,2982,-1.64601227,-0.004685214
2845,遠東銀,2009/10,風險承受度稍弱,11.71,19338,344821,20706,1563,224537,287805,207558,6,0.45,72.12,3142,3814,3292,522,210700,1.81,2329,0.61 ,13359,11837,1522,5729,2786,1.933639947,0.004413884
2847,大眾銀,2009/10,#N/A,#N/A,27293,380778,23076,349,258267,310782,233719,6.06,0.09,75.2,2778,2764,2439,324,236497,1.17,4278,1.55 ,13257,13561,-304,5200,2900,-7.565789474,-0.000798365
2849,安泰銀,2009/10,風險承受度稍弱,10.95,16797,300334,18791,477,199712,233789,189956,6.26,0.16,81.25,2618,2681,2497,184,192574,1.39,2830,1.06 ,7917,7608,309,5083,2981,6.802588997,0.001028855
2857,慶豐銀行,2009/10,#N/A,#N/A,5826,50272,-19271,-1051,21493,64703,18478,-38.33,-2.09,28.56,2808,3040,2905,136,21286,14.28,1625,0.53 ,5962,7140,-1178,1225,1028,-0.167232598,-0.023432527
2893,新光銀行,2009/10,風險承受度稍弱,11.43,19578,393313,22144,563,303907,353816,282025,5.63,0.14,79.71,4389,5039,4402,637,286414,1.76,3719,0.74 ,17974,17954,20,6442,3161,164.05,5.08501E-05
28944,中輸銀,2009/10,表現穩健,32.66,12000,82230,18682,427,84152,0,77742,22.72,0.52,0,470,600,600,0,78211,0.77,600,1.00 ,1111,1044,67,455,242,3.179104478,0.000814788
2895,陽信銀,2009/10,風險承受度稍弱,8.77,12250,224627,10205,-419,166689,200518,157200,4.54,-0.19,78.4,3769,4046,3688,358,160969,2.51,1757,0.43 ,6102,6600,-498,3379,2213,-2.341365462,-0.002217009
2897,王道銀行,2009/10,表現穩健,15.11,23905,109277,25156,1392,68864,62118,59236,23.02,1.27,95.36,565,593,567,27,59801,0.99,707,1.19 ,5915,4695,1220,1337,592,0.610655738,0.011164289
5827,華泰銀行,2009/10,風險承受度稍弱,10.34,6447,108569,6798,80,83314,95635,80894,6.26,0.07,84.59,1303,1386,1231,154,82196,1.69,781,0.56 ,2625,2549,76,1843,1047,10.47368421,0.000700016
5830,三信銀行,2009/10,風險承受度稍弱,11.37,3680,108086,4675,41,77347,99076,74436,4.33,0.04,75.13,1471,1733,1349,384,75906,2.28,871,0.50 ,2404,2370,34,2014,935,31.73529412,0.000314564
5835,國泰世華,2009/10,表現穩健,12.10,52277,1473314,91297,9476,803683,1265574,779304,6.2,0.64,61.58,4703,5403,4746,657,784007,0.69,5944,1.10 ,59974,53228,6746,16972,7785,1.361844056,0.004578793
5836,台北富邦銀,2009/10,表現穩健,11.96,47949,1350144,81543,5459,917577,1079798,844301,6.04,0.4,78.19,4576,5203,5170,33,848877,0.61,4137,0.80 ,58033,53430,4603,14991,7668,1.590918966,0.003409266
5838,華銀,2009/10,表現穩健,12.01,37809,1731289,82394,3254,1120273,1470901,1053362,4.76,0.19,71.61,19708,19463,18106,1357,1073070,1.81,10909,0.56 ,47643,45861,1782,21842,10304,6.474747475,0.001029291
5841,中信銀,2009/10,表現穩健,13.97,75103,1644438,118429,74,910970,1230745,859586,7.2,0,69.84,5148,7103,5445,1658,864734,0.82,9032,1.27 ,43598,46363,-2765,19315,8141,-4.041229656,-0.001681426
5843,兆豐商銀,2009/10,風險承受度稍弱,11.73,64110,2288071,153159,11143,1438057,1484632,1258752,6.69,0.49,84.79,10779,13694,13033,660,1269531,1.08,13295,0.97 ,32007,27724,4283,18054,8459,2.24025216,0.001871882
5844,一銀,2009/10,風險承受度稍弱,11.01,49490,1917245,92057,4596,1147433,1518835,1090060,4.8,0.24,71.77,16582,17152,14220,2932,1106642,1.55,10089,0.59 ,70232,67366,2866,18607,9665,3.120027913,0.001494853
5847,玉山銀,2009/10,風險承受度稍弱,11.03,31824,932521,48875,1861,562263,762966,547267,5.24,0.2,71.73,3925,4350,3982,367,551191,0.79,3532,0.81 ,21472,20513,959,11368,6120,5.472367049,0.001028395
5848,台新銀,2009/10,表現穩健,12.95,41750,842923,43147,3279,522145,698671,499240,5.12,0.39,71.46,4744,4619,3270,1349,503984,0.92,7882,1.71 ,64852,62904,1948,13621,6537,3.636550308,0.002311006
5849,永豐銀行,2009/10,表現穩健,12.16,44818,977007,57100,879,631016,794789,609924,5.84,0.09,76.74,6236,6737,6561,176,616161,1.09,5296,0.79 ,27161,26717,444,12140,6690,12.27477477,0.000454449
5850,日盛銀行,2009/10,風險承受度稍弱,8.64,12046,192257,11798,-6120,122843,167152,117931,6.14,-3.18,70.55,1998,2466,2126,340,119929,2.06,1147,0.47 ,5147,11324,-6177,3166,2254,-0.147644488,-0.032128869
5852,元大銀,2009/10,表現穩健,12.05,21500,356308,23449,666,255988,293381,238024,6.58,0.19,81.13,2289,2592,2331,261,240313,1.08,4672,1.80 ,15391,14930,461,5072,2143,6.353579176,0.001293824
5854,合庫,2009/10,風險承受度稍弱,10.58,54855,2628236,109946,7612,1855530,2142453,1778094,4.18,0.29,82.99,26885,27701,23523,4178,1804979,1.53,17138,0.62 ,56892,50391,6501,35719,17438,2.812028919,0.002473522
5857,土銀,2009/10,風險承受度稍弱,10.54,25000,2047602,106562,7285,1580193,1766453,1513302,5.2,0.36,85.67,11421,13617,10828,2789,1524723,0.89,16785,1.23 ,33474,26836,6638,26271,13658,1.900120518,0.003241841
5858,臺銀,2009/10,表現穩健,11.89,45000,3767435,236023,4497,2039421,3232550,1962160,6.26,0.12,60.7,21792,24916,21311,3604,1983952,1.26,15573,0.63 ,126874,124243,2631,36037,25772,3.901558343,0.000698353
5862,板信銀,2009/10,風險承受度稍弱,7.68,9558,166361,8043,-771,123339,145713,114629,4.83,-0.46,78.67,4847,5099,4847,252,119476,4.27,2310,0.45 ,3695,4519,-824,2465,1648,-0.991504854,-0.004953084
5863,瑞興銀,2009/10,表現穩健,13.14,2100,40266,4081,49,26780,33811,26459,10.14,0.12,78.26,209,225,211,14,26668,0.84,378,1.68 ,853,804,49,631,281,7.142857143,0.001216908
5870,花旗台灣,2009/10,表現穩健,14.11,66033,768113,67672,2599,144286,637926,127186,8.81,0.34,19.94,1667,1499,1191,308,128853,1.16,9814,6.55 ,11082,9649,1433,4180,1209,2.073272854,0.001865611
5876,上海商銀,2009/10,表現穩健,12.82,19088,629037,67902,5676,365081,466938,328115,10.79,0.9,70.27,3310,3580,3145,435,331425,1.08,5726,1.60 ,14780,10140,4640,6502,2655,0.829094828,0.007376355
2801,彰銀,2009/09,風險承受度稍弱,11.32,62095,1460299,81712,3847,1006684,1194465,956789,5.6,0.26,80.1,15920,15869,14713,1156,972709,1.63,12713,0.80 ,24878,21723,3155,14301,7270,2.228526149,0.002160516
2807,渣打銀行,2009/09,風險承受度稍弱,10.72,30439,604054,32838,-4346,323153,473160,308708,5.44,-0.72,65.24,3633,4879,3746,1132,312341,1.56,2778,0.57 ,16507,21443,-4936,9556,3608,-1.205024311,-0.008171455
2809,京城銀,2009/09,表現穩健,12.05,10512,165797,10956,13,99122,137084,95534,6.61,0.01,69.69,1500,1732,1525,207,97034,1.79,1495,0.86 ,3993,3984,9,2386,1061,147.2222222,5.42832E-05
2812,台中銀,2009/09,風險承受度稍弱,9.28,13719,295475,14616,-720,213197,270269,207871,4.95,-0.24,76.91,2973,2972,2741,232,210844,1.41,2926,0.98 ,7509,8314,-805,4566,1952,-3.247204969,-0.002724427
2834,臺企銀,2009/09,風險承受度稍弱,10.58,38736,1156181,41432,1233,862473,990669,825686,3.58,0.11,83.35,19699,21337,20347,990,845384,2.52,8993,0.42 ,17671,16642,1029,12937,7178,5.596695821,0.000889999
2836,高雄銀,2009/09,風險承受度稍弱,10.71,5258,182155,9264,-135,139159,160409,131110,5.09,-0.07,81.73,2364,2735,2364,371,133474,2.05,1406,0.51 ,3279,3582,-303,1957,1193,-2.521452145,-0.001663419
2837,凱基銀行,2009/09,表現穩健,16.27,29490,142771,16360,-7430,79191,120405,76297,11.46,-5.2,63.37,2247,2559,1888,670,78544,3.26,3549,1.39 ,9015,16441,-7426,5145,1718,-0.461486668,-0.052013364
2838,聯邦銀,2009/09,風險承受度稍弱,8.50,23188,356364,17003,446,173697,289245,164064,4.77,0.13,56.72,4040,4300,4063,237,168104,2.56,1636,0.38 ,9160,10774,-1614,5147,2754,-1.482651797,-0.004529077
2845,遠東銀,2009/09,風險承受度稍弱,11.35,19338,346792,20520,1273,225186,287713,208067,5.92,0.37,72.32,3153,3868,3253,615,211220,1.83,2323,0.60 ,11640,10418,1222,5100,2565,2.074468085,0.003523726
2847,大眾銀,2009/09,#N/A,#N/A,27293,363676,23070,265,256330,293132,232697,6.34,0.07,79.38,2925,2950,2636,314,235622,1.25,4487,1.52 ,56989,57292,-303,4682,2654,-6.693069307,-0.000833159
2849,安泰銀,2009/09,風險承受度稍弱,10.78,16797,288198,18716,388,197571,222071,188967,6.49,0.13,85.09,2568,2564,2347,217,191535,1.34,2720,1.06 ,11852,11636,216,4654,2733,8.893518519,0.000749485
2857,慶豐銀行,2009/09,#N/A,#N/A,5826,51316,-19195,-963,22273,65725,19219,-37.41,-1.88,29.24,2897,3306,2986,320,22117,14.95,1593,0.48 ,47782,48868,-1086,1139,961,-0.163904236,-0.02116299
2893,新光銀行,2009/09,風險承受度稍弱,10.90,19578,390408,22269,486,301109,351952,280153,5.7,0.12,79.6,4501,5100,4521,580,284654,1.79,3599,0.71 ,16178,16184,-6,5810,2942,-478,-1.53685E-05
28944,中輸銀,2009/09,表現穩健,36.28,12000,81150,18580,376,82925,0,76617,22.9,0.46,0,467,596,596,0,77085,0.77,622,1.04 ,982,930,52,417,219,3.807692308,0.000640789
2895,陽信銀,2009/09,風險承受度稍弱,8.58,12250,221405,10173,-461,163438,196901,154275,4.59,-0.21,78.35,3845,4313,3750,562,158120,2.73,1772,0.41 ,5881,6414,-533,3043,2051,-1.861163227,-0.002407353
2897,王道銀行,2009/09,表現穩健,14.01,23905,106863,25149,1274,69055,62210,58777,23.53,1.19,94.48,552,613,554,60,59329,1.03,709,1.16 ,16605,15461,1144,1231,553,0.592657343,0.010705296
5827,華泰銀行,2009/09,風險承受度稍弱,9.95,6447,106503,6768,50,82724,94026,80479,6.35,0.05,85.59,1284,1374,1218,156,81763,1.68,754,0.55 ,3840,3794,46,1656,969,14.93478261,0.000431913
5830,三信銀行,2009/09,風險承受度稍弱,11.09,3680,107934,4663,32,78307,98058,75501,4.32,0.03,77,1458,1750,1343,406,76958,2.27,854,0.49 ,2156,2130,26,1822,860,37,0.000240888
5835,國泰世華,2009/09,表現穩健,11.95,52277,1469122,91220,8449,810550,1264051,785814,6.21,0.58,62.17,5121,5916,5139,776,790935,0.75,6292,1.06 ,50628,44793,5835,15420,7169,1.414053128,0.00397176
5836,台北富邦銀,2009/09,風險承受度稍弱,10.93,47949,1357146,81060,4913,899744,1060463,827141,5.97,0.36,78,4748,5375,5345,29,831888,0.65,4078,0.76 ,43201,39049,4152,13594,7050,1.5761079,0.003059361
5838,華銀,2009/09,風險承受度稍弱,11.49,37809,1706966,81921,2898,1129693,1451540,1064162,4.8,0.17,73.31,20379,20437,18948,1489,1084541,1.88,10422,0.51 ,34071,32571,1500,19852,9493,6.906,0.000878752
5841,中信銀,2009/09,表現穩健,14.16,75103,1619044,119072,-4,897902,1216357,845838,7.35,0,69.54,5822,7027,6096,930,851661,0.83,9155,1.30 ,39292,42359,-3067,17500,7533,-3.249755461,-0.001894328
5843,兆豐商銀,2009/09,表現穩健,11.79,64110,2255321,152406,10206,1435586,1450035,1265591,6.76,0.45,87.28,12332,13692,13123,569,1277923,1.07,12975,0.95 ,31055,27370,3685,16393,7781,2.337042062,0.001633914
5844,一銀,2009/09,風險承受度稍弱,11.17,49490,1897277,92077,4382,1180759,1491098,1126288,4.85,0.23,75.53,17023,17450,14493,2957,1143311,1.53,9759,0.56 ,91165,88544,2621,16846,8884,3.037771843,0.001381454
5847,玉山銀,2009/09,風險承受度稍弱,10.56,31824,907268,48525,1688,561373,743973,546353,5.35,0.19,73.44,3916,4298,4004,295,550269,0.78,3380,0.79 ,17266,16420,846,10262,5622,5.48463357,0.00093247
5848,台新銀,2009/09,風險承受度稍弱,10.63,41750,848637,41995,1901,525817,701683,501947,4.95,0.22,71.53,4803,4768,3707,1061,506749,0.94,8270,1.73 ,46869,46219,650,12374,6087,9.672307692,0.000765934
5849,永豐銀行,2009/09,風險承受度稍弱,11.60,44818,973782,56616,307,623461,798130,602370,5.81,0.03,75.47,6329,6997,6720,278,608700,1.15,5399,0.77 ,50751,50667,84,10942,6197,56.48809524,8.62616E-05
5850,日盛銀行,2009/09,風險承受度稍弱,10.75,12046,195663,11779,-6100,123645,170912,118581,6.02,-3.12,69.38,2053,2599,2222,376,120634,2.15,1585,0.61 ,5280,11428,-6148,2894,2096,-0.129798308,-0.031421372
5852,元大銀,2009/09,表現穩健,12.14,21500,364936,23437,573,252043,297336,236654,6.42,0.16,79.59,2357,2698,2469,229,239011,1.13,4641,1.72 ,17208,16811,397,4592,2007,6.511335013,0.001087862
5854,合庫,2009/09,風險承受度稍弱,10.74,54855,2577374,109432,6880,1849038,2113723,1770654,4.25,0.27,83.77,27518,28567,24285,4282,1798173,1.59,16940,0.59 ,54584,48723,5861,32489,15994,2.814366149,0.00227402
5857,土銀,2009/09,風險承受度稍弱,11.27,25000,2085657,106683,6349,1616362,1784820,1549167,5.12,0.3,86.8,11737,13924,11130,2794,1560903,0.89,16418,1.18 ,30266,24490,5776,23837,12567,1.951177285,0.002769391
5858,臺銀,2009/09,表現穩健,11.79,45000,3794404,236991,3467,2060089,3253767,1982759,6.25,0.09,60.94,21816,24353,21038,3315,2004576,1.21,15260,0.63 ,420580,418818,1762,32730,23594,5.185017026,0.000464368
5862,板信銀,2009/09,風險承受度稍弱,7.19,9558,168403,8539,-286,124637,145671,115621,5.07,-0.17,79.37,5021,5397,5023,374,120641,4.47,2337,0.43 ,4783,5113,-330,2224,1524,-2.121212121,-0.001959585
5863,瑞興銀,2009/09,表現穩健,12.88,2100,39791,4085,53,26892,33841,26610,10.27,0.13,78.63,225,240,223,17,26835,0.9,376,1.57 ,788,735,53,571,260,5.867924528,0.001331959
5870,花旗台灣,2009/09,表現穩健,12.15,66033,806562,66791,1519,146085,673629,126443,8.28,0.19,18.77,1961,1539,1201,338,128404,1.2,9842,6.40 ,9545,8846,699,3332,1065,3.243204578,0.000866641
5876,上海商銀,2009/09,表現穩健,12.02,24687,617727,66697,4536,361687,459682,322676,10.8,0.73,70.2,3177,3463,3071,392,325853,1.06,5520,1.59 ,12609,9113,3496,5887,2458,0.98083524,0.005659458
2801,彰銀,2009/08,風險承受度稍弱,11.32,62095,1429411,80742,3245,1000386,1204546,950438,5.65,0.23,78.9,15884,16515,14631,1884,966321,1.71,12548,0.76 ,20934,18819,2115,12811,6603,2.935224586,0.00147963
2807,渣打銀行,2009/08,風險承受度稍弱,10.72,30439,611422,32619,-4693,325898,487642,308317,5.33,-0.77,63.23,6200,7451,6282,1168,314517,2.37,3498,0.47 ,14645,19909,-5264,8623,3351,-1.001519757,-0.008609438
2809,京城銀,2009/08,表現穩健,12.05,10512,164199,10952,1,100027,136406,96507,6.67,0,70.75,1553,1884,1595,288,98060,1.92,1319,0.70 ,3332,3335,-3,2127,964,-387.6666667,-1.82705E-05
2812,台中銀,2009/08,風險承受度稍弱,9.28,13719,294552,14540,-791,213725,270587,208210,4.94,-0.27,76.95,3006,3049,2770,279,211216,1.44,2837,0.93 ,6726,7592,-866,4099,1786,-2.670900693,-0.002940058
2834,臺企銀,2009/08,風險承受度稍弱,10.58,38736,1143115,41126,1123,870768,996260,832286,3.6,0.1,83.54,20575,22294,21127,1167,852860,2.61,9337,0.42 ,15863,14876,987,11602,6542,5.126646403,0.00086343
2836,高雄銀,2009/08,風險承受度稍弱,10.71,5258,174134,9238,-162,135709,149590,127813,5.31,-0.09,85.44,2360,2747,2360,387,130173,2.11,1398,0.51 ,2905,3217,-312,1757,1086,-2.150641026,-0.001791724
2837,凱基銀行,2009/08,表現穩健,16.27,27780,144452,16320,-6751,81656,121629,78441,11.3,-4.67,64.49,2571,2929,2134,795,81012,3.62,3553,1.21 ,7918,14666,-6748,4641,1584,-0.453023118,-0.04671448
2838,聯邦銀,2009/08,風險承受度稍弱,8.50,23188,353715,16902,228,173105,289242,163159,4.78,0.06,56.41,4102,4360,4129,231,167261,2.61,1579,0.36 ,8112,9763,-1651,4621,2506,-1.281041793,-0.0046676
2845,遠東銀,2009/08,風險承受度稍弱,11.35,19338,337821,20099,721,222658,283588,203991,5.95,0.21,71.93,3913,4648,4031,617,207903,2.24,2754,0.59 ,9468,8724,744,4357,2335,2.717741935,0.00220235
2847,大眾銀,2009/08,#N/A,#N/A,27293,339511,22882,130,241473,271781,218699,6.74,0.04,80.47,2750,2768,2570,198,221450,1.25,2783,1.01 ,51240,51691,-451,4173,2409,-3.911308204,-0.001328381
2849,安泰銀,2009/08,風險承受度稍弱,10.78,16797,283776,18502,191,194498,220666,185347,6.52,0.07,83.99,2590,2664,2407,256,187936,1.42,2749,1.03 ,10649,10639,10,4130,2484,164.6,3.52391E-05
2857,慶豐銀行,2009/08,#N/A,#N/A,5826,51856,-19039,-852,23572,65815,20278,-36.72,-1.64,30.81,3055,3448,3119,329,23333,14.78,1569,0.46 ,44070,45041,-971,1059,892,-0.171987642,-0.018724931
2893,新光銀行,2009/08,風險承受度稍弱,10.90,19578,395374,22011,412,303366,357230,282377,5.57,0.1,79.05,4674,5144,4708,437,287052,1.79,3621,0.70 ,14410,14460,-50,5201,2702,-49.98,-0.000126463
28944,中輸銀,2009/08,表現穩健,36.28,12000,86198,18679,341,87667,0,81747,21.67,0.4,0,474,507,507,0,82221,0.62,624,1.23 ,902,858,44,379,196,4.159090909,0.000510453
2895,陽信銀,2009/08,風險承受度稍弱,8.58,12439,221238,10129,-497,162516,197319,153771,4.58,-0.22,77.93,3926,4411,3806,604,157697,2.8,1786,0.40 ,5246,5793,-547,2724,1877,-1.548446069,-0.00247245
2897,王道銀行,2009/08,表現穩健,14.01,23905,109411,24958,1094,70525,64662,59435,22.81,1,91.92,552,614,546,68,59987,1.02,695,1.13 ,14600,13645,955,1116,515,0.629319372,0.008728556
5827,華泰銀行,2009/08,風險承受度稍弱,9.95,6447,106625,6638,-80,82717,94631,80461,6.23,-0.08,85.03,1341,1440,1262,178,81802,1.76,762,0.53 ,3297,3381,-84,1472,888,-6.952380952,-0.000787808
5830,三信銀行,2009/08,風險承受度稍弱,11.09,3680,106880,4658,28,78417,97810,75449,4.36,0.03,77.14,1556,1856,1433,423,77005,2.41,845,0.46 ,1936,1914,22,1631,780,38.68181818,0.000205838
5835,國泰世華,2009/08,表現穩健,11.95,52277,1432435,89801,7446,804315,1233546,778338,6.27,0.52,63.1,4968,5900,4943,957,783306,0.75,6622,1.12 ,42804,38050,4754,13918,6521,1.555952882,0.003318824
5836,台北富邦銀,2009/08,風險承受度稍弱,10.93,47949,1306339,80132,4404,886423,1044598,812625,6.13,0.34,77.79,4940,5428,5374,53,817565,0.66,4299,0.79 ,37606,34016,3590,12216,6393,1.622005571,0.002748138
5838,華銀,2009/08,風險承受度稍弱,11.49,37809,1696956,80983,2826,1118214,1457561,1052085,4.77,0.17,72.18,20424,20459,18754,1705,1072509,1.91,10659,0.52 ,29643,28422,1221,17977,8638,7.648648649,0.000719524
5841,中信銀,2009/08,表現穩健,14.16,75103,1648625,116617,-527,908354,1205280,852167,7.07,-0.03,70.7,6212,7425,6497,928,858379,0.87,9280,1.25 ,34784,38139,-3355,15719,6898,-2.629210134,-0.002035029
5843,兆豐商銀,2009/08,表現穩健,11.79,64110,2352984,151005,9530,1448537,1475290,1279268,6.42,0.41,86.71,12714,13967,13055,912,1291982,1.08,13034,0.93 ,28337,25015,3322,14756,7083,2.309753161,0.001411824
5844,一銀,2009/08,風險承受度稍弱,11.17,49490,1874812,90952,4181,1189643,1495858,1136126,4.85,0.22,75.95,17294,17422,14966,2456,1153420,1.51,9756,0.56 ,84371,82318,2053,16001,8335,3.734047735,0.001095043
5847,玉山銀,2009/08,風險承受度稍弱,10.56,31824,906172,48080,1595,556020,745693,541044,5.31,0.18,72.56,4324,4644,4353,291,545368,0.85,3581,0.77 ,15295,14635,660,9199,5104,6.204545455,0.000728339
5848,台新銀,2009/08,風險承受度稍弱,10.63,41750,821310,41247,1110,528609,686713,503395,5.02,0.14,73.31,5154,5200,4112,1088,508549,1.02,8806,1.69 ,30769,30816,-47,11157,5603,-118.1702128,-5.72257E-05
5849,永豐銀行,2009/08,風險承受度稍弱,11.60,44818,991178,56301,1,617020,818565,594502,5.68,0,72.63,6841,7512,7248,264,601344,1.25,5602,0.75 ,45150,45200,-50,9795,5691,-82.08,-5.0445E-05
5850,日盛銀行,2009/08,風險承受度稍弱,10.75,12046,197271,11679,-6114,124856,170801,120016,5.92,-3.1,70.27,2014,2634,2210,423,122031,2.16,1585,0.60 ,4630,10774,-6144,2624,1932,-0.112630208,-0.031144973
5852,元大銀,2009/08,表現穩健,12.14,21500,346149,23289,467,245128,290724,234106,6.73,0.13,80.53,2363,2741,2365,376,236469,1.16,4587,1.67 ,13672,13411,261,4131,1860,8.701149425,0.000754011
5854,合庫,2009/08,風險承受度稍弱,10.74,54855,2532098,108439,6010,1832949,2109297,1752024,4.28,0.24,83.06,28384,29503,24450,5053,1780409,1.66,17238,0.58 ,48163,43118,5045,29299,14473,2.938751239,0.001992419
5857,土銀,2009/08,風險承受度稍弱,11.27,25000,2057190,104845,5460,1630590,1775811,1563839,5.1,0.27,88.06,11452,14072,10789,3283,1575291,0.89,15935,1.13 ,26966,22022,4944,21410,11416,2.021440129,0.002403278
5858,臺銀,2009/08,表現穩健,11.79,45000,3805783,231323,3158,2092548,3277697,2013171,6.08,0.08,61.42,21775,24336,20806,3530,2034946,1.2,15312,0.63 ,377490,375762,1728,29559,21369,4.739583333,0.000454046
5862,板信銀,2009/08,風險承受度稍弱,7.19,9558,163759,8523,-296,125006,143644,115941,5.2,-0.18,80.71,5079,5489,5116,373,121021,4.54,2333,0.43 ,4316,4640,-324,1992,1394,-1.845679012,-0.001978517
5863,瑞興銀,2009/08,表現穩健,12.88,2100,40002,3998,29,26974,34212,26646,9.99,0.07,77.88,236,252,230,22,26881,0.94,375,1.49 ,693,664,29,512,237,9.482758621,0.000724964
5870,花旗台灣,2009/08,表現穩健,12.15,66033,775777,65694,132,144773,639452,125425,8.47,0.02,19.61,1803,1693,1300,392,127229,1.33,10407,6.15 ,6565,6839,-274,2183,903,-4.671532847,-0.000353194
5876,上海商銀,2009/08,表現穩健,12.02,24687,609856,66367,3875,360866,453969,320814,10.88,0.64,70.67,3365,3665,3223,441,324180,1.13,5401,1.47 ,10813,7830,2983,5285,2259,1.014415018,0.004891319
2801,彰銀,2009/07,風險承受度稍弱,11.32,62095,1432838,80404,2940,992379,1195374,941886,5.61,0.21,78.79,15506,16820,14825,1995,957392,1.76,12630,0.75 ,18588,16613,1975,11318,5905,2.740759494,0.001378383
2807,渣打銀行,2009/07,風險承受度稍弱,10.72,24856,611680,31423,1071,320983,483969,303132,5.14,0.18,62.63,5698,7584,6304,1280,308830,2.46,3218,0.42 ,13085,12513,572,7699,3114,8.015734266,0.000935129
2809,京城銀,2009/07,表現穩健,12.05,10512,164707,10911,-37,100486,136980,97035,6.62,-0.02,70.84,1586,1935,1620,315,98621,1.96,1245,0.64 ,2937,2977,-40,1873,859,-25.35,-0.000242855
2812,台中銀,2009/07,風險承受度稍弱,9.28,13719,294369,15623,300,212919,269702,207511,5.31,0.1,76.94,3017,3148,2882,266,210528,1.5,2742,0.87 ,5986,5759,227,3616,1606,8.854625551,0.000771141
2834,臺企銀,2009/07,風險承受度稍弱,10.58,38736,1161141,40945,994,873474,1001824,834845,3.53,0.09,83.33,20708,22114,21132,982,855553,2.58,9449,0.43 ,14188,13322,866,10276,5877,5.079676674,0.000745818
